Id,LotFrontage,LotArea,Street,LotConfig,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
436,43,10667,Pave,CulDSac,PosN,Norm,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,799,GasA,Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,Gd,6,1,Attchd,1996,RFn,2,550,Y,158,61,0,0,0,0,NA,4,2009,ConLw,Normal,212000
437,40,4400,Pave,Inside,Norm,Norm,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,BrkTil,Fa,TA,No,648,GasA,TA,Y,FuseA,734,384,0,1118,0,0,1,1,TA,6,0,Detchd,1990,Unf,2,440,Y,0,0,0,0,0,0,NA,10,2006,WD,Normal,116000
438,50,6000,Pave,Inside,Norm,Norm,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,884,GasA,Gd,Y,SBrkr,904,0,0,904,0,0,1,1,TA,4,0,Detchd,1926,Unf,1,180,Y,0,0,105,0,0,0,NA,1,2009,WD,Normal,119000
439,40,4280,Pave,Inside,Norm,Norm,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,PConc,TA,TA,No,440,GasA,TA,N,SBrkr,694,0,0,694,0,0,1,1,Gd,4,1,Detchd,1990,Unf,1,352,P,0,0,34,0,0,0,MnPrv,3,2007,WD,Normal,90350
440,67,12354,Pave,Corner,Norm,Norm,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,Fa,Mn,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,1,Gd,7,0,Detchd,2005,Unf,2,528,Y,0,46,0,0,0,0,GdPrv,8,2009,ConLI,Normal,110000
441,105,15431,Pave,Inside,Norm,Norm,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,3094,GasA,Ex,Y,SBrkr,2402,0,0,2402,1,0,2,1,Ex,10,2,Attchd,2008,Fin,3,672,Y,0,72,0,0,170,0,NA,4,2009,WD,Normal,555000
442,92,12108,Pave,Inside,Norm,Norm,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1440,GasA,TA,N,FuseF,1440,0,0,1440,0,0,2,2,Fa,8,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,9,2008,WD,Normal,118000
443,52,6240,Pave,Inside,Norm,Norm,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,0,0,2,1,TA,8,1,Detchd,1930,Unf,2,360,P,0,0,0,0,0,0,NA,6,2008,WD,Normal,162900
444,53,3922,Pave,Inside,Norm,Norm,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,PConc,Ex,TA,Av,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,1,Gd,6,1,Attchd,2007,Fin,3,648,Y,144,16,0,0,0,0,NA,6,2007,New,Partial,172500
445,70,8750,Pave,Inside,Norm,Norm,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,915,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,Gd,8,1,Attchd,1994,Unf,2,493,Y,144,133,0,0,0,0,NA,7,2008,WD,Normal,210000
446,73,9855,Pave,Corner,Norm,Norm,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,1,TA,7,1,Attchd,1956,Unf,2,480,Y,0,0,0,0,0,0,MnPrv,11,2009,COD,Normal,127500
447,137,16492,Pave,Corner,PosA,Norm,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,CBlock,TA,TA,No,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,Gd,6,1,Attchd,1966,Fin,2,578,Y,0,0,0,0,0,0,NA,6,2010,WD,Normal,190000
448,NA,11214,Pave,Corner,Norm,Norm,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,930,GasA,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,Gd,10,1,Attchd,1998,Fin,2,431,Y,89,0,0,0,0,0,NA,7,2006,WD,Normal,199900
449,50,8600,Pave,Inside,Norm,Norm,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,780,GasA,TA,Y,SBrkr,780,596,0,1376,0,0,2,1,TA,7,1,Detchd,1937,Unf,1,198,N,0,0,0,0,0,0,NA,6,2006,WD,Normal,119500
450,50,6000,Pave,Inside,Norm,Norm,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,649,GasA,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,TA,6,0,Detchd,1981,Unf,1,308,Y,0,176,0,0,0,0,NA,6,2007,WD,Normal,120000
451,70,5684,Pave,Inside,Norm,Norm,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,813,GasA,Ex,Y,FuseA,813,0,0,813,0,0,1,1,Gd,5,0,Detchd,1932,Unf,1,270,N,0,113,0,0,0,0,NA,6,2006,WD,Normal,110000
452,62,70761,Pave,Inside,Norm,Norm,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,CBlock,Gd,TA,Gd,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,1,0,2,1,Gd,5,2,Attchd,1975,Unf,2,576,Y,200,54,0,0,0,0,NA,12,2006,WD,Normal,280000
453,NA,9303,Pave,Corner,Norm,Norm,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,872,GasA,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,TA,7,0,Attchd,1996,Fin,2,422,Y,144,122,0,0,0,0,NA,7,2007,WD,Normal,204000
454,75,9000,Pave,Inside,Norm,Norm,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,Gd,6,0,Attchd,2008,RFn,2,676,Y,0,30,0,0,0,0,NA,6,2009,WD,Normal,210000
455,63,9297,Pave,Inside,Norm,Norm,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,2,TA,8,0,Detchd,1976,Unf,2,560,Y,0,0,0,0,0,0,NA,7,2006,WD,Family,188000
456,80,9600,Pave,Inside,Norm,Norm,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,TA,6,1,Attchd,1973,Unf,2,528,Y,0,0,0,0,0,0,NA,9,2007,WD,Normal,175500
457,34,4571,Pave,Inside,Norm,Norm,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,TA,TA,No,624,GasA,Fa,N,SBrkr,624,720,0,1344,0,0,1,1,TA,7,0,Detchd,1916,Unf,3,513,Y,0,0,96,0,0,0,NA,5,2008,COD,Abnorml,98000
458,NA,53227,Pave,CulDSac,Norm,Norm,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,CBlock,Gd,TA,Gd,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,1,Gd,6,2,Attchd,1954,Fin,2,529,Y,224,137,0,0,0,0,NA,3,2008,WD,Normal,256000
459,NA,5100,Pave,Inside,Norm,Norm,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,PConc,TA,TA,No,588,GasA,Fa,Y,SBrkr,833,833,0,1666,0,0,1,1,Gd,7,1,Detchd,1925,Unf,1,228,Y,192,63,0,0,0,0,MnPrv,6,2008,WD,Normal,161000
460,NA,7015,Pave,Corner,Norm,Norm,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,709,GasA,TA,Y,SBrkr,979,224,0,1203,1,0,1,1,Gd,5,1,Detchd,1950,Unf,1,352,Y,0,0,248,0,0,0,NA,7,2009,WD,Normal,110000
461,75,8004,Pave,Inside,RRAn,Norm,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,TA,8,0,BuiltIn,2009,Fin,2,552,Y,0,150,0,0,0,0,NA,12,2009,New,Partial,263435
462,60,7200,Pave,Inside,Feedr,Norm,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,Gd,No,560,GasA,Ex,Y,SBrkr,575,560,0,1135,1,0,1,1,Gd,6,0,Detchd,1971,RFn,2,576,Y,256,0,0,0,0,0,MnPrv,4,2009,WD,Normal,155000
463,60,8281,Pave,Inside,Norm,Norm,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,1,TA,5,1,Detchd,1965,Unf,1,360,Y,0,0,236,0,0,0,GdWo,12,2009,WD,Normal,62383
464,74,11988,Pave,Inside,Norm,Norm,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,CBlock,TA,TA,No,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,TA,6,1,Detchd,1939,Unf,1,240,Y,0,0,0,0,0,0,NA,8,2008,WD,Normal,188700
465,60,8430,Pave,Inside,Norm,Norm,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,1,TA,5,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,8,2009,WD,Normal,124000
466,NA,3072,Pave,Inside,Norm,Norm,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1375,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,1,Gd,6,1,Attchd,2004,Fin,2,398,Y,144,20,0,0,0,0,NA,5,2006,WD,Normal,178740
467,85,10628,Pave,Inside,Norm,Norm,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,CBlock,TA,Gd,Gd,1277,GasA,TA,Y,SBrkr,1277,0,0,1277,1,0,1,1,TA,5,1,Attchd,1970,Unf,2,526,Y,0,0,0,0,176,0,GdWo,4,2007,WD,Normal,167000
468,79,9480,Pave,Inside,Artery,Norm,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,728,GasA,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,Gd,7,2,Attchd,1942,Unf,1,312,Y,168,0,0,0,0,0,NA,6,2007,WD,Normal,146500
469,98,11428,Pave,Inside,Norm,Norm,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1626,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,1,Gd,7,1,Attchd,2006,RFn,3,866,Y,0,44,0,0,0,0,NA,5,2007,WD,Normal,250000
470,76,9291,Pave,Corner,RRNe,Norm,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,832,GasA,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,Gd,7,0,Attchd,1993,RFn,2,506,Y,144,70,0,0,0,0,NA,6,2008,WD,Normal,187000
471,NA,6820,Pave,Corner,Norm,Norm,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Av,1488,GasA,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,Gd,4,0,Attchd,1985,RFn,2,528,Y,0,54,0,0,140,0,NA,6,2010,WD,Normal,212000
472,92,11952,Pave,Inside,PosA,Norm,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,CBlock,Gd,TA,No,808,GasA,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,TA,8,1,Attchd,1977,RFn,2,534,Y,0,0,0,0,276,0,NA,11,2007,WD,Normal,190000
473,35,3675,Pave,Inside,Norm,Norm,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,1,TA,5,0,Basment,2005,RFn,2,525,Y,0,28,0,0,0,0,NA,6,2008,WD,Normal,148000
474,110,14977,Pave,Inside,Norm,Norm,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1976,GasA,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,1,Gd,7,1,Attchd,2006,RFn,3,908,Y,250,63,0,0,0,0,NA,7,2007,New,Partial,440000
475,41,5330,Pave,Inside,Norm,Norm,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Av,1494,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,1,Ex,6,0,Attchd,2000,RFn,2,499,Y,96,48,0,0,0,0,NA,8,2007,WD,Normal,251000
476,80,8480,Pave,Corner,Norm,Norm,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,970,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,1,TA,5,0,Detchd,1996,Unf,2,624,Y,0,24,0,0,192,0,NA,7,2007,WD,Normal,132500
477,75,13125,Pave,Inside,Norm,Norm,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,1478,GasA,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,1,Gd,7,1,Attchd,1997,Fin,2,508,Y,140,39,0,0,0,0,NA,4,2008,WD,Normal,208900
478,105,13693,Pave,Inside,Norm,Norm,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,2153,GasA,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,Ex,9,1,BuiltIn,2006,Fin,3,694,Y,414,84,0,0,0,0,NA,3,2007,WD,Normal,380000
479,79,10637,Pave,Inside,Norm,Norm,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,1,Gd,7,1,Attchd,2007,RFn,3,826,Y,208,44,0,0,0,0,NA,9,2009,WD,Normal,297000
480,50,5925,Pave,Inside,Norm,Norm,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkTil,Fa,TA,No,907,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,1,TA,7,0,Detchd,1995,Unf,2,672,Y,0,72,0,0,0,0,MnPrv,3,2007,WD,Alloca,89471
481,98,16033,Pave,FR2,Norm,Norm,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1833,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,1,Gd,8,1,Attchd,2004,Fin,3,772,Y,519,112,0,0,0,0,NA,3,2006,WD,Normal,326000
482,72,11846,Pave,Inside,Norm,Norm,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1792,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,1,Ex,6,1,Attchd,2003,Fin,3,874,Y,206,49,0,0,0,0,NA,8,2006,WD,Normal,374000
483,50,2500,Pave,Corner,Norm,Norm,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,PConc,TA,TA,No,910,GasA,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,Ex,7,1,Attchd,1915,Unf,1,164,Y,0,0,0,0,0,0,NA,6,2009,WD,Normal,155000
484,32,4500,Pave,FR2,Norm,Norm,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1216,GasA,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,1,TA,5,0,Attchd,1998,Unf,2,402,Y,0,125,0,0,0,0,NA,5,2006,WD,Normal,164000
485,NA,7758,Pave,Corner,Norm,Norm,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,999,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,1,Gd,6,0,Detchd,1963,Unf,1,264,Y,0,132,0,0,0,0,NA,3,2007,WD,Normal,132500
486,80,9600,Pave,Inside,Norm,Norm,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1113,GasA,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,1,Gd,5,1,Attchd,1950,Unf,1,264,Y,0,80,120,0,0,0,NA,7,2009,WD,Normal,147000
487,79,10289,Pave,Inside,Norm,Norm,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1073,GasA,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,TA,6,0,Attchd,1965,RFn,2,515,Y,0,0,0,0,0,0,NA,6,2007,WD,Normal,156000
488,70,12243,Pave,Inside,Norm,Norm,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Av,1484,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,1,TA,7,1,Attchd,1971,Unf,2,487,Y,224,0,0,0,180,0,NA,2,2007,WD,Normal,175000
489,60,10800,Pave,Corner,Norm,Norm,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,Fa,No,954,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,2,TA,10,1,Attchd,1970,Unf,2,520,N,142,0,0,0,0,0,NA,5,2006,ConLD,Normal,160000
490,21,1526,Pave,Inside,Norm,Norm,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Av,630,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,1,Gd,3,0,Attchd,1970,Unf,1,286,Y,0,0,0,0,0,0,NA,5,2009,WD,Normal,86000
491,NA,2665,Pave,Inside,Norm,Norm,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Mn,264,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,TA,4,1,BuiltIn,1976,Fin,1,336,Y,141,24,0,0,0,0,NA,6,2008,WD,Normal,115000
492,79,9490,Pave,Inside,Artery,Norm,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,806,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,1,Fa,5,2,Attchd,1941,Unf,1,240,Y,0,0,32,0,0,0,MnPrv,8,2006,WD,Normal,133000
493,105,15578,Pave,Corner,Norm,Norm,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,728,GasA,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,TA,8,0,Attchd,2006,RFn,2,429,Y,0,0,0,0,0,0,NA,5,2006,New,Partial,172785
494,70,7931,Pave,Inside,Norm,Norm,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,1269,GasA,TA,Y,FuseA,1269,0,0,1269,0,0,1,1,TA,6,1,Detchd,1964,Unf,1,308,Y,0,0,0,0,0,0,NA,6,2008,WD,Normal,155000
495,50,5784,Pave,Inside,Artery,Norm,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,BrkTil,Fa,TA,No,190,GasA,Gd,Y,FuseA,886,0,0,886,0,0,1,1,TA,4,0,Attchd,1938,Unf,1,273,Y,144,20,80,0,0,0,NA,12,2009,WD,Normal,91300
496,60,7879,Pave,Inside,Norm,Norm,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,720,GasA,TA,N,FuseA,720,0,0,720,0,0,1,1,TA,4,0,NA,NA,NA,0,0,N,0,523,115,0,0,0,GdWo,11,2009,WD,Abnorml,34900
497,NA,12692,Pave,Inside,Norm,Norm,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,PConc,Gd,TA,No,3200,GasA,Ex,Y,SBrkr,3228,0,0,3228,1,0,3,1,Gd,10,1,Attchd,1992,RFn,2,546,Y,264,75,291,0,0,0,NA,5,2007,WD,Normal,430000
498,60,9120,Pave,Inside,Norm,Norm,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,1026,GasA,Ex,Y,SBrkr,1133,687,0,1820,1,0,2,1,TA,8,0,Detchd,1925,Unf,1,240,N,0,100,0,0,0,0,GdPrv,6,2008,WD,Normal,184000
499,65,7800,Pave,Inside,Norm,Norm,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,PConc,TA,TA,No,864,GasA,Ex,Y,SBrkr,899,0,0,899,0,0,1,1,Gd,5,0,Attchd,1967,Fin,1,288,Y,64,0,0,0,0,0,MnPrv,6,2009,WD,Normal,130000
500,70,7535,Pave,Inside,Norm,Norm,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,912,GasA,Fa,Y,SBrkr,912,0,0,912,0,1,1,1,TA,5,0,Attchd,1958,Fin,1,297,Y,12,285,0,0,0,0,MnWw,6,2007,WD,Normal,120000
501,21,1890,Pave,Inside,Norm,Norm,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,TA,7,0,Detchd,1973,Unf,1,264,Y,144,28,0,0,0,0,NA,5,2007,WD,Normal,113000
502,75,9803,Pave,Inside,Norm,Norm,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,866,GasA,Gd,Y,SBrkr,866,902,0,1768,0,0,2,1,Gd,7,0,Attchd,2005,RFn,2,603,Y,0,108,0,0,0,0,NA,2,2008,WD,Normal,226700
503,70,9170,Pave,Corner,Feedr,Norm,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1214,GasA,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,1,TA,6,0,Detchd,1965,Unf,2,461,Y,0,0,184,0,0,0,GdPrv,4,2007,WD,Normal,140000
504,100,15602,Pave,Inside,Norm,Norm,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,1501,GasA,TA,Y,SBrkr,1801,0,0,1801,1,0,2,1,TA,6,2,Attchd,1959,Fin,2,484,Y,0,54,0,0,161,0,GdWo,3,2010,WD,Normal,289000
505,24,2308,Pave,Inside,Norm,Norm,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,CBlock,TA,TA,No,855,GasA,TA,Y,SBrkr,855,467,0,1322,0,1,2,1,TA,6,1,Attchd,1974,Unf,2,440,Y,260,0,0,0,0,0,NA,6,2009,WD,Normal,147000
506,60,7596,Pave,Inside,Artery,Norm,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,960,GasA,Gd,Y,SBrkr,960,1000,0,1960,0,0,2,2,TA,10,0,Detchd,1952,Unf,2,400,N,0,0,0,0,0,0,NA,7,2009,COD,Normal,124500
507,80,9554,Pave,Inside,Norm,Norm,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,777,GasA,Ex,Y,SBrkr,1065,846,0,1911,0,0,2,1,Gd,8,1,Attchd,1993,RFn,2,471,Y,182,81,0,0,0,0,NA,9,2006,WD,Normal,215000
508,75,7862,Pave,Inside,Norm,Norm,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,1,Gd,4,0,Attchd,2009,Fin,2,676,Y,0,102,0,0,0,0,NA,9,2009,New,Partial,208300
509,60,9600,Pave,Inside,Norm,Norm,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,689,GasA,Ex,Y,SBrkr,689,689,0,1378,0,0,2,1,Gd,7,1,Detchd,1928,Unf,2,360,N,0,0,116,0,0,0,NA,10,2008,WD,Normal,161000
510,80,9600,Pave,Corner,Norm,Norm,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1041,GasA,Ex,Y,SBrkr,1041,0,0,1041,1,0,1,1,TA,6,0,Attchd,1959,RFn,1,270,Y,224,88,0,0,0,0,MnPrv,7,2009,WD,Normal,124500
511,75,14559,Pave,Inside,Norm,Norm,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1008,GasA,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,1,TA,6,2,CarPort,1951,Unf,1,288,Y,324,42,0,0,168,0,NA,6,2009,WD,Normal,164900
512,40,6792,Pave,Inside,Norm,Norm,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,1,Gd,6,1,Attchd,2005,RFn,2,474,Y,132,35,0,0,0,0,NA,3,2006,New,Partial,202665
513,70,9100,Pave,Corner,Feedr,Norm,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,1,TA,5,0,Detchd,1964,Unf,2,624,Y,0,0,0,0,0,0,NA,7,2006,WD,Normal,129900
514,71,9187,Pave,Corner,Norm,Norm,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,1084,GasA,TA,Y,SBrkr,1080,0,0,1080,0,0,1,1,TA,5,0,Attchd,1983,Unf,2,484,Y,120,0,158,0,0,0,NA,6,2007,WD,Normal,134000
515,55,10594,Pave,Inside,Norm,Norm,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,768,Grav,Fa,N,SBrkr,789,0,0,789,0,0,1,1,TA,5,0,Detchd,1926,Unf,1,200,Y,0,0,112,0,0,0,MnPrv,6,2007,WD,Normal,96500
516,94,12220,Pave,Inside,Norm,Norm,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,CBlock,Ex,TA,No,2006,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,Ex,9,1,Attchd,2009,Fin,3,900,Y,156,54,0,0,0,0,NA,9,2009,New,Partial,402861
517,NA,10448,Pave,Corner,Norm,Norm,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,689,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,TA,7,1,Attchd,1972,RFn,2,583,Y,0,104,0,0,0,0,GdPrv,8,2009,COD,Abnorml,158000
